StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,att_1,att_2,comp_1,comp_2,auto_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,workerID,hitID,assignmentId,FL_12_DO,av_frame1_acc_DO,av_frame2_acc_DO
8/14/23 17:18,8/14/23 17:25,0,108.215.205.221,100,380,1,8/14/23 17:25,R_2q7SX3J2i8StgHh,,,,,26.5991,-80.1284,anonymous,EN,1,2,2,2,4,6,74,51,72,50,"The auto pilot and the company are responsible, because the auto pilot did not work as it should have.",2,,,,,,,,2,,3,,75,3,,1,37,A11SDQ8ZAJ8D24,3VZYA8PITOU04OXSPNAB70VRTPX05K,3NL0RFNU0GJN7FXP5D6KAC0FG77K4Y,FL_35,frame1_info3|liable_human1|resp_software1|resp_human1|liable_firm1|liab_text1,
8/14/23 17:18,8/14/23 17:25,0,98.195.58.72,100,444,1,8/14/23 17:25,R_2urk0UbvpgZvAvq,,,,,29.7646,-95.3657,anonymous,EN,1,2,2,2,4,4,58,48,47,52,"I believe both should be liable.  Aeon could be a bit at fault if their self-driving system was supposed to see stop signs but didn't notice this one. However, the driver is also to blame because they should have been paying attention instead of checking a text while the car is moving. ",2,,,,,,,,2,,3,,27,3,,1,76,A26WVAVVE1RM47,3XWUWJ18TLMX5PZNOVW34JBE8VTUUY,3E47SOBEYRSZWOKGYPRQGUXQGGZCIS,FL_35,frame1_info3|liable_human1|liable_firm1|resp_human1|resp_software1|liab_text1,
8/14/23 17:22,8/14/23 17:25,0,73.165.86.88,100,217,1,8/14/23 17:25,R_3GkW5d77d7IOIvv,,,,,39.9792,-75.1279,anonymous,EN,1,2,2,2,4,3,45,44,48,69,The human in the car still has control and has to override and make the driving decision. ,2,,,,,,,,2,,1,,43,5,,1,66,AI0GXA45H2KEK,3UL5XDRDNCFIMD2VKRNQ0F19CN985F,3P529IW9KZH8P1CWAUE4GGALUXLLFQ,FL_35,frame1_info3|resp_human1|liable_human1|resp_software1|liable_firm1|liab_text1,
8/14/23 17:18,8/14/23 17:25,0,68.101.172.192,100,466,1,8/14/23 17:25,R_8JoxCp0xH8lwU4p,,,,,33.1097,-117.067,anonymous,EN,1,2,2,2,4,,,,,,,,4,75,65,75,70,"The human driver should have been paying attention to the road, but the company has given off the impression that this system could handle basic driving tasks.  It was not unreasonable for a driver to think that he could momentarily trust an automated vehicle to follow the rules of the road",1,1,,3,,40,4,,1,60,A6KOTWP7N7RLU,37G6BXQPLQHOO0VKHMXTQ0SMJMTQE8,3ZY8KE4ISKZ8CVEZ2ER4FOC1SXWQV8,FL_36,,frame2_info3|liab_human2|liab_firm2|resp_software2|resp_human2|liab_text2
8/14/23 17:21,8/14/23 17:26,0,65.35.0.48,100,298,1,8/14/23 17:26,R_1Pc4KmK8lpqZDgl,,,,,28.8348,-82.3262,anonymous,EN,1,2,2,2,4,6,50,100,50,100,"I think the person is mainly responsible because he is the owner, and the driver of the car.  ",2,,,,,,,,1,,3,,57,3,,1,50,A2B153AHPWHLH1,32LAQ1JNT9LI5CKYOQ6TZNPCPHMUT7,333U7HK6IAB5WRA0G371C1U8EV0JDB,FL_35,frame1_info3|liable_human1|liable_firm1|resp_human1|resp_software1|liab_text1,
8/14/23 17:17,8/14/23 17:26,0,98.255.71.199,100,541,1,8/14/23 17:26,R_2zBahxAcWPlCtuT,,,,,38.6975,-121.2714,anonymous,EN,1,2,1,2,4,6,9,80,3,100,The human has the highest risk and the most liability,2,,,,,,,,1,,3,,43,3,,1,92,A2FXIRL058Q3D8,37G6BXQPLQHOO0VKHMXTQ0SMJMTQE8,308Q0PEVB99XYQDDM5HZE4WIAVW9I8,FL_35,frame1_info3|resp_human1|liable_firm1|resp_software1|liable_human1|liab_text1,
8/14/23 17:23,8/14/23 17:26,0,174.229.119.206,100,181,1,8/14/23 17:26,R_3NKjQXa70ozTwaO,,,,,43.0382,-87.91,anonymous,EN,1,2,2,2,4,,,,,,,,4,61,62,66,66,"I think both are responsible, both did not recognize the hazard",1,2,,3,,39,1,,1,17,A2YC6PEMIRSOAA,35O6H0UNLSC76UYEBVKHP5ANSY35JW,38F71OA9GUSSVJUHA6FJGTPAU2BFMM,FL_36,,frame2_info3|resp_software2|resp_human2|liab_firm2|liab_human2|liab_text2
8/14/23 17:20,8/14/23 17:26,0,172.241.214.245,100,389,1,8/14/23 17:26,R_1YN78HcxgH7vhUl,,,,,37.751,-97.822,anonymous,EN,1,2,2,2,4,6,45,100,40,80,"I think the human always bears the ultimate responsibility since they're in control of the car. They should be aware of their surroundings even if on ""autopilot"" so that they can react in case of an emergency. I don't think automated cars are at a point where they are foolproof and safer than an actual person.",2,,,,,,,,1,,3,,42,7,,1,20,A3QJJR5Y3XE92N,35O6H0UNLSC76UYEBVKHP5ANSY35JW,3PS7W85Z80YN74TOGHG3SBYRLCC9TP,FL_35,frame1_info3|liable_firm1|resp_software1|liable_human1|resp_human1|liab_text1,
8/14/23 17:21,8/14/23 17:26,0,4.96.100.94,100,337,1,8/14/23 17:26,R_qxZsAK50RoHbdvP,,,,,33.5364,-112.1921,anonymous,EN,1,2,2,2,4,,,,,,,,4,100,100,100,100,Both are 100 percent reliable. The driver shouldn't be on their phone distracted. The copilot should of noticed the stop signs and slowed down.,1,1,,3,,40,3,,1,50,AMOBC1D09Q381,37G6BXQPLQHOO0VKHMXTQ0SMJMTQE8,3R0T90IZ1T8L0XEL81RNVIKA137CG0,FL_36,,frame2_info3|liab_firm2|resp_human2|liab_human2|resp_software2|liab_text2
8/14/23 17:19,8/14/23 17:26,0,45.42.190.198,100,449,1,8/14/23 17:26,R_ZpMVlAwYIhlZYdz,,,,,38.8865,-77.0911,anonymous,EN,1,2,2,2,4,,,,,,,,5,55,70,65,52," law school s director of the Center for Professional Ethics they'll tell you the driver is always fully responsible even when supervised autonomy fails because Advanced Driver Assistance Systems require constant human oversight, even when autonomous.",1,2,,3,,25,5,,1,81,A1EFBEBVZP3D6G,372AGES0I41X6111P6CLJFNYVE6XRP,351SEKWQS1DVXZGLJ0KTSTMPIPVMDI,FL_36,,frame2_info3|resp_human2|liab_human2|resp_software2|liab_firm2|liab_text2
8/14/23 17:22,8/14/23 17:26,0,71.196.7.78,100,292,1,8/14/23 17:27,R_3g1wz9Ety1JQSvV,,,,,26.3106,-80.1429,anonymous,EN,1,2,2,2,4,6,60,40,60,40,The human driver trusted in the product made by the company and should be able to assume it works as it should. But the driver still is in control of the vehicle and should be aware of the road.,2,,,,,,,,2,,3,,61,3,,2,10,A2DLV3WN24WTDS,3M47JKRKCXXE5H29PAXVSLF98IK86V,3IOEN3P9S8FZG1FHGRTH2VOU3SD16X,FL_35,frame1_info3|liable_human1|resp_software1|liable_firm1|resp_human1|liab_text1,
8/14/23 17:22,8/14/23 17:27,0,65.140.72.210,100,274,1,8/14/23 17:27,R_XU6KfOpd1rvUQBH,,,,,47.666,-117.4359,anonymous,EN,1,2,2,2,4,4,70,80,70,90,"I think that the human driver is more liable because even if the auto pilot is available, it's still the responsibility of the person to make sure that the system is operating properly.",2,,,,,,,,1,,3,,59,3,,1,75,A1OZPLHNIU1519,3XWUWJ18TLMX5PZNOVW34JBE8VTUUY,3AWETUDC93OC4HVQQ3BYRSYBPYLIZX,FL_35,frame1_info3|liable_firm1|resp_human1|resp_software1|liable_human1|liab_text1,
8/14/23 17:19,8/14/23 17:27,0,45.42.190.195,100,487,1,8/14/23 17:27,R_tWnTwliZ6kdbGAF,,,,,38.8865,-77.0911,anonymous,EN,1,2,2,1,2,4,38,83,65,75,As per the instructions I made this kind of decisions.,2,,,,,,,,2,,3,,39,5,,1,80,A1A5SUBAWOS6X4,372AGES0I41X6111P6CLJFNYVE6XRP,3FPRZHYEPZ3G5U8X43F82GJQI5I3VI,FL_35,frame1_info3|resp_software1|liable_firm1|liable_human1|resp_human1|liab_text1,
8/14/23 17:22,8/14/23 17:27,0,76.187.65.25,100,342,1,8/14/23 17:27,R_3n8b4XV9CckMn6v,,,,,33.1494,-96.828,anonymous,EN,1,2,2,2,4,4,42,27,88,30,"The company is most at fault because they created something ""auto pilot"" so it's sort of expected it would be able to automatically pilot a car. ",2,,,,,,,,1,,3,,38,3,,1,55,A2MCG5W6LHSRG9,3PCPFX4U40MGUEVGCXHZ8IDMVN8QFQ,3GFK2QRXXADWYYV68W8X3F0O3ABW5B,FL_35,frame1_info3|liable_human1|resp_software1|liable_firm1|resp_human1|liab_text1,
8/14/23 17:25,8/14/23 17:27,0,70.171.250.198,100,150,1,8/14/23 17:27,R_3CTKZRxue2BJvpG,,,,,33.4475,-112.0866,anonymous,EN,1,2,2,2,4,,,,,,,,3,0,100,0,100,"The human driver is responsible because they are the one in control of the vehicle. Regardless of the autopilot function, unless the car has no steering wheel, the driver is always at fault for their actions.",1,1,,3,,29,4,,1,65,A3AY0315YWWNXY,35O6H0UNLSC76UYEBVKHP5ANSY35JW,388U7OUMF8XSVVSJCWSFZLWGUNN0RT,FL_36,,frame2_info3|liab_firm2|resp_software2|resp_human2|liab_human2|liab_text2
8/14/23 17:20,8/14/23 17:29,0,45.42.190.212,100,517,1,8/14/23 17:29,R_1HoeBv1YnoDkT1q,,,,,38.8865,-77.0911,anonymous,EN,1,2,2,2,4,,,,,,,,6,91,91,93,93,Sometimes human driving was carelessly gone to the accidents. it may only responsible for human,1,1,,3,,34,4,,1,92,A2T0STI1CPQBDR,35O6H0UNLSC76UYEBVKHP5ANSY35JW,3LO69W1SU49E318RLEKMY1AXVCLGLK,FL_36,,frame2_info3|liab_human2|resp_human2|resp_software2|liab_firm2|liab_text2
8/14/23 17:25,8/14/23 17:29,0,76.36.177.7,100,283,1,8/14/23 17:29,R_1pScaI5H51fZCXW,,,,,36.0217,-79.7839,anonymous,EN,1,2,2,2,4,,,,,,,,6,100,0,100,0,"Because the autopilot was on, the car has full responsibility or the accodent since it should have detected the stop sign and should have stopped.",1,1,,1,,37,5,,2,39,A7VA2Y4H6U31O,356TQKY9XFTX9HGE8K2NYZF53T487U,3L6L49WXW1TKPWCMYQ2E8NHXJHC45X,FL_36,,frame2_info3|resp_software2|liab_firm2|liab_human2|resp_human2|liab_text2
8/14/23 17:28,8/14/23 17:30,0,45.42.190.205,100,111,1,8/14/23 17:30,R_24OWls0H0CFsz2q,,,,,38.8865,-77.0911,anonymous,EN,1,2,2,1,2,,,,,,,,4,78,68,87,77,As per the instructions I made this kind of decisions.,1,2,,3,,33,5,,1,82,A21QADI77PVFJS,37G6BXQPLQHOO0VKHMXTQ0SMJMTQE8,3EICBYG645SVRZ4MG7CQSVCQTVOJCB,FL_36,,frame2_info3|resp_human2|resp_software2|liab_firm2|liab_human2|liab_text2
8/14/23 17:28,8/14/23 17:31,0,45.42.190.197,100,168,1,8/14/23 17:31,R_Ov4xxRuSGSi2zh7,,,,,38.8865,-77.0911,anonymous,EN,1,2,2,2,4,,,,,,,,5,58,75,97,66,Autonomous vehicles are orders of magnitude safer in preventing many types of accidents that have to do with human driver error for instance simply rear ending another vehicle because the driver wasn't paying attention.,2,2,,1,,33,5,,1,74,AN1JWYDJH4VQR,372AGES0I41X6111P6CLJFNYVE6XRP,3RGU30DZTB480LGDTW64VRH2N9SJMT,FL_36,,frame2_info3|resp_human2|resp_software2|liab_firm2|liab_human2|liab_text2
8/14/23 17:31,8/14/23 17:33,0,45.42.190.230,100,114,1,8/14/23 17:33,R_bIMT7Z0GGD3NGaB,,,,,38.8865,-77.0911,anonymous,EN,1,1,2,3,3,4,78,79,84,88,well supported ,2,,,,,,,,2,,3,,33,6,,1,77,A2Q8HV5LC6GBNA,3PCPFX4U40MGUEVGCXHZ8IDMVN8QFQ,3YGXWBAF71D5OHL1D0PMMTN7BYY4C5,FL_35,frame1_info3|resp_software1|liable_firm1|resp_human1|liable_human1|liab_text1,
8/14/23 17:30,8/14/23 17:33,0,66.25.40.80,100,206,1,8/14/23 17:33,R_233pWWno7MGADSK,,,,,32.9887,-95.94,anonymous,EN,1,2,2,2,4,3,90,30,80,35,"The car was on autopilot, so I would think the car is responsible for anything that happens, and that extends to the company because they designed it. The human thought the car would take over and respond to accidents, which is a reasonable expectation.",2,,,,,,,,1,,3,,30,1,,1,30,A3I40B0FATY8VH,35O6H0UNLSC76UYEBVKHP5ANSY35JW,3NVC2EB65RVX9O329E2S9FNK0MJY3L,FL_35,frame1_info3|resp_human1|liable_firm1|resp_software1|liable_human1|liab_text1,
8/14/23 17:30,8/14/23 17:35,0,172.223.214.82,100,285,1,8/14/23 17:35,R_3gNP9u3VTqd8zAh,,,,,42.3956,-123.3528,anonymous,EN,1,2,2,2,4,,,,,,,,4,50,100,50,60,"I think the human driver is more liable for the accident because in every situation on the road, regardless if the car has a self-driving function or not, the driver should always pay attention on the road. ",1,1,,3,,49,4,,1,50,A1YV7SCB1OHMUT,3TLFH2L6Y9K9L0BW56WNT4UK6Q32TX,37TRT2X24RNCHUCG27GVHB68BAOBJW,FL_36,,frame2_info3|liab_human2|resp_human2|liab_firm2|resp_software2|liab_text2
8/14/23 17:30,8/14/23 17:37,0,209.169.66.2,100,386,1,8/14/23 17:37,R_1OvFs2VPnZoHHit,,,,,30.3052,-95.4552,anonymous,EN,1,2,2,2,4,5,100,100,30,100,"Both are responsible because neither saw the sign however ultimately, the majority of the fault lies with the human driver",2,,,,,,,,1,,4,,35,4,,1,80,A2R9OK4M877ZCC,3M47JKRKCXXE5H29PAXVSLF98IK86V,34YB12FSQZKY9JQCLQL1YEPMVHBGMM,FL_35,frame1_info3|resp_software1|resp_human1|liable_human1|liable_firm1|liab_text1,
