StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,prolific_id,att_1,att_2,comp_1,comp_2,automation,firm_resp_1,human_resp_1,firm_liable_1,human_liable_1,reason,comp_3,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,ai_knowledge_1,workerID,hitID,assignmentId,label
2024-11-12 12:58:58,2024-11-12 13:02:31,0,73.12.115.143,100,213,1,2024-11-12 13:02:32,R_7HYssBxmfXePyJG,,,,,36.6883,-79.8685,anonymous,EN,1,5d33c20048bf98001a46b229,2,5,2,4,4,90,0,90,10,"The human gave Aeon the authority to take control of the vehicle, meaning he put his trust in the service to safely transport him. This is an error on the company's part for the vehicle not operating as it should have.",1,2,,3,,37,3,,65,,,,Lane Sense
2024-11-12 13:00:00,2024-11-12 13:04:02,0,100.2.66.102,100,242,1,2024-11-12 13:04:03,R_3yz9KV9of3vt0BP,,,,,40.7683,-73.9802,anonymous,EN,1,65fc885267d347bd28218aa5,2,5,2,4,6,82,57,75,57,The company is more liable because it promises efficient self-driving and did not follow basic street signs and failed to brake,1,2,,4,,25,2,,31,,,,Full Self-Driving
2024-11-12 12:57:00,2024-11-12 13:04:50,0,104.7.90.224,100,469,1,2024-11-12 13:04:50,R_6vF3du7ubrWgdEJ,,,,,41.946,-87.7033,anonymous,EN,1,5dd48040a71de846ce2dbff3,2,5,2,4,4,0,100,69,93,The human broke the law by texting and driving.,1,1,,1,,27,3,,61,,,,Lane Sense
2024-11-12 13:03:25,2024-11-12 13:05:35,0,72.68.181.200,100,129,1,2024-11-12 13:05:35,R_5hgN4CR4oGhaqv7,,,,,40.5948,-73.9715,anonymous,EN,1,5f0527d40807f31c712153eb,2,5,2,4,6,94,10,81,27,If it was advertised as fully autonomist it should not have happened,1,1,,3,,23,1,,25,,,,Full Self-Driving
2024-11-12 13:02:30,2024-11-12 13:05:47,0,174.47.149.139,100,196,1,2024-11-12 13:05:47,R_7n0bM9IRRbuss6t,,,,,36.0934,-95.8791,anonymous,EN,1,636547c2b26e5248a9d03c01,2,5,2,4,4,51,51,72,51,THE CAR IS CONTROLLED BY THE CR THERFORE IT SHOULD BE THE COMPANY'S LIABLILITY OF THE ACCIDENT.,1,1,,1,,41,4,,37,,,,Lane Sense
2024-11-12 13:01:16,2024-11-12 13:06:17,0,47.207.47.98,100,300,1,2024-11-12 13:06:17,R_70ABdbdKu5FlEQU,,,,,28.0036,-82.5592,anonymous,EN,1,61046ddbf4b49750b2531756,2,5,1,4,5,80,80,70,75,Aeon should be liable to a point but ultimately it is the human's job to be aware when driving.,2,2,,3,,23,4,,40,,,,Full Self-Driving
2024-11-12 12:59:22,2024-11-12 13:06:38,0,24.208.66.30,100,435,1,2024-11-12 13:06:38,R_7BXiD02irVORiOl,,,,,43.4916,-87.8492,anonymous,EN,1,66a148e5de66794d8df9077f,2,5,1,4,3,77,60,72,75,"The company should not release a vehicle unless it is perfect.  However, the human must pay attention to some point to prevent accidents",1,1,,3,,43,4,,44,,,,Full Self-Driving
2024-11-12 13:04:54,2024-11-12 13:07:06,0,73.190.30.103,100,132,1,2024-11-12 13:07:07,R_7RHZXBX8JuGNLSF,,,,,42.9469,-85.6206,anonymous,EN,1,600be42e32909325b20ab5f0,2,5,2,4,5,69,39,66,36,"The company is stating the driver will no longer be in control, so they should also no longer be responsible.",1,1,,3,,26,3,,58,,,,Full Self-Driving
2024-11-12 12:57:29,2024-11-12 13:07:36,0,76.86.88.151,100,606,1,2024-11-12 13:07:37,R_14PoibfaOMvXyke,,,,,34.1245,-117.3133,anonymous,EN,1,6335f3cff9eef72add971995,2,5,2,4,6,20,50,50,90,Just because the full self-driving feature was turned on did not mean that he/she could ignore the driving of the car and do other things. The owner of the car has to pay attention to the road in case the self-driving system makes a mistake.,1,1,,4,,58,1,,60,,,,Full Self-Driving
2024-11-12 13:05:29,2024-11-12 13:08:17,0,69.125.72.176,100,167,1,2024-11-12 13:08:18,R_5ZWE9jE0JOiAs0x,,,,,40.6851,-73.6396,anonymous,EN,1,66478121cd7681645016d837,2,5,2,4,4,66,51,70,60,I think the company is more liable since it promises automation with tasks like the one which caused the accident,1,2,,3,,21,3,,30,,,,Lane Sense
2024-11-12 13:04:45,2024-11-12 13:08:20,0,68.14.4.205,100,215,1,2024-11-12 13:08:21,R_6SfS4MNbiWeJzZ7,,,,,41.999,-72.9054,anonymous,EN,1,64abee38a80dfb5e45212487,2,5,2,4,2,60,40,81,84,They are both at fault. The driver is because they were driving and its their responsibility to be safe on the road even if car features are enabled. The company is also at fault because they created the feature that was enabled but malfunctioned.,1,1,,3,,45,3,,43,,,,Lane Sense
2024-11-12 13:05:47,2024-11-12 13:08:26,0,24.140.28.170,100,159,1,2024-11-12 13:08:27,R_6Ke7EpjrL7gJAk1,,,,,40.8122,-81.9474,anonymous,EN,1,5eac686d82cc012af1e953c7,2,5,2,4,6,0,100,0,100,The human takes on the responsibility when engaging the full driving car,1,1,,3,,58,4,,66,,,,Full Self-Driving
2024-11-12 13:07:00,2024-11-12 13:10:25,0,152.186.151.70,100,205,1,2024-11-12 13:10:26,R_3FDtU5qEQDYRd8C,,,,,41.6984,-87.7031,anonymous,EN,1,5f52e45ad408d55fa156aa21,2,5,2,4,4,0,100,0,100,Lane sense would not replace a human driver. The human is ultimately responsible for all actions that go on in the vehicle.,1,1,,3,,31,4,,35,,,,Lane Sense
2024-11-12 13:08:19,2024-11-12 13:11:06,0,166.181.89.247,100,166,1,2024-11-12 13:11:06,R_7HbhfshUNa7G0k6,,,,,43.0382,-87.91,anonymous,EN,1,5c3517a567013e0001eff811,2,5,2,4,5,86,73,75,64,They are both reappnsible because the company said the car can do the driving but humans should still be responsible for those things.,1,2,,3,,42,4,,38,,,,Full Self-Driving
2024-11-12 13:06:39,2024-11-12 13:11:27,0,173.162.26.90,100,287,1,2024-11-12 13:11:27,R_5GlaZ3jY3cJnQKd,,,,,36.0964,-86.8212,anonymous,EN,1,6435c5530044bda6c396a599,2,5,2,4,6,80,60,60,50,"If Aeon is selling a full-driving system that is road legal, then it has been acknowledged that this system is fully automated and that's ok. That means Aeon is responsible. For example, I am not liable for a train accident if there is an issue with the driver.

Exceptions would be made if legally humans driving full-driving cars need to accept liability & fault for driving these types of vehicles.",1,1,,3,,33,4,,70,,,,Full Self-Driving
2024-11-12 13:07:36,2024-11-12 13:11:41,0,173.90.112.252,100,244,1,2024-11-12 13:11:42,R_1dbWJsWclhYdZWp,,,,,41.3222,-80.7443,anonymous,EN,1,64c2bb6ce9c40ddb6650e63e,2,5,2,4,6,100,0,100,0,I think the company is more liable for the accident because they put technology on the road that is driver free and they sell that technology feature to prospective car buyers.  That technology feature should be 100 percent reliable and safe.  Any failure of that technology makes the company liable.,1,1,,1,,53,4,,90,,,,Lane Sense
2024-11-12 13:08:02,2024-11-12 13:11:55,0,172.249.128.136,100,233,1,2024-11-12 13:11:56,R_5Nn87RmxNsca2sH,,,,,33.8693,-117.9296,anonymous,EN,1,629186f7e2f20297ead170be,2,5,2,4,4,5,92,21,92,"the company is not liable for it, the person driving should be attentive at all times no exceptions. The company provides a assitive add on for the car but in no way should it be replace you paying attention.",1,1,,3,,28,3,,47,,,,Lane Sense
2024-11-12 13:08:16,2024-11-12 13:12:08,0,72.183.116.225,100,232,1,2024-11-12 13:12:09,R_1fepAREDKPngXjO,,,,,27.8447,-97.5955,anonymous,EN,1,63655ebbb1b1d02244d46c45,2,5,2,4,6,70,40,70,40,"If Aeon represents their self-driving as ""full self-driving"", this implies that you can trust it to handle the driving while you check your messages. Although I know that there is an asterisk after ""self-driving"" that says ""actually you're supposed to pay attention"", it's a failure of marketing to still create the illusion that one can not pay full attention. Therefore, though it's literally the human driver's fault, a larger portion of the blame lies on Aeon for advertising their self-driving and naming it to give a false impression of what is and isn't safe to do while using it.",1,1,,3,,31,3,,40,,,,Full Self-Driving
2024-11-12 13:09:10,2024-11-12 13:12:10,0,47.229.86.176,100,179,1,2024-11-12 13:12:11,R_6IMopNoEpJYbkAv,,,,,34.011,-118.1145,anonymous,EN,1,6108e0b9b254d1ce92a37b95,2,5,2,4,6,100,60,100,60,"The human is liable for using a vehicle that is self-driving, but the company is more at fault because the whole point is for the driver to be able to rely on the vehicle to transport them safely and it didn't.",1,2,,3,,34,1,,59,,,,Full Self-Driving
2024-11-12 13:08:55,2024-11-12 13:12:48,0,104.48.87.100,100,233,1,2024-11-12 13:12:49,R_1hilXtpDIyxrZrN,,,,,34.1657,-118.3409,anonymous,EN,1,6454023a00d29eb604027c8f,2,5,2,4,6,100,0,100,0,"I think that Aeon is fully responsible because they developed and marketed the car t be self sufficient and not needing any driver input so the driver essentially trusted in that claim. ",1,2,,4,,59,3,,80,,,,Lane Sense
2024-11-12 13:09:40,2024-11-12 13:12:57,0,69.145.226.214,100,196,1,2024-11-12 13:12:57,R_1Li3Setf9TCL73S,,,,,48.1999,-114.3034,anonymous,EN,1,646f77d9a7d75c8264dba865,2,5,2,4,2,0,100,0,100,"The human was the person driving. The lane sense wasn't supposed to see a stop sign, the human was. ",1,1,,3,,56,3,,51,,,,Lane Sense
2024-11-12 13:05:16,2024-11-12 13:13:00,0,68.104.112.34,100,463,1,2024-11-12 13:13:00,R_3ibrgh8VmeAczbX,,,,,36.1724,-115.0677,anonymous,EN,1,5efe4033859ac314b6d79a50,2,5,2,4,3,50,100,100,100,"Both are equally liable.  The company, however, should not guarantee that the Aeon's Lane Sense is safe.",1,2,,3,,57,3,,60,,,,Lane Sense
2024-11-12 13:03:21,2024-11-12 13:13:03,0,108.67.209.172,100,581,1,2024-11-12 13:13:03,R_6Ptc6NSO9Fxsz2O,,,,,34.8966,-82.2689,anonymous,EN,1,5c9a37e8441b4700179b11c9,2,5,2,4,4,100,20,100,19,"Aeon is as they are delivering the feature of full self-driving. ",1,1,,3,,28,2,,80,,,,Full Self-Driving
2024-11-12 13:07:17,2024-11-12 13:13:13,0,73.197.9.62,100,356,1,2024-11-12 13:13:14,R_1jfSIVmBPMgewOu,,,,,40.6892,-74.2758,anonymous,EN,1,62e031ff72817d69b9ceae0c,2,5,2,4,6,100,70,100,0,"If the car is fully self-driving, it would have stopped at the sign wether the human was looking or not. So Aeon is responsible for the accident.   ",1,2,,4,,41,1,,48,,,,Full Self-Driving
2024-11-12 13:05:31,2024-11-12 13:13:19,0,173.48.139.190,100,468,1,2024-11-12 13:13:20,R_1B4irYJBFrYmkrf,,,,,41.9082,-71.1031,anonymous,EN,1,64029de99a8a72fc5a205b7e,2,5,2,4,5,50,50,60,90,"This is a tough one.  Although the human will most likely be found 100% responsible, Aeon and their technology should be found at fault.  If this is the way of the future, it should be reliable enough to accept responsibility when their system fails.  If not, then it should not be allowed on the market.",1,1,,3,,65,4,,30,,,,Lane Sense
2024-11-12 13:09:23,2024-11-12 13:13:59,0,76.141.37.189,100,276,1,2024-11-12 13:13:59,R_1ghiu1XtDi4Pr1U,,,,,41.5554,-87.5282,anonymous,EN,1,6685596264a893c52b84d8dd,2,5,2,4,6,60,100,51,100,both are equally liable because the company claimed the car was fully self-driving and the human is in the car and choose to drive the car and is therefore liable,1,2,,3,,40,7,,53,,,,Full Self-Driving
2024-11-12 13:11:11,2024-11-12 13:14:03,0,216.146.23.65,100,171,1,2024-11-12 13:14:04,R_5nraUruZCNP7ewl,,,,,40.5948,-73.9715,anonymous,EN,1,63e537a4b33c1c72be91da82,2,5,1,2,5,95,74,75,21,The liability for the accident could depend on the level of automation and control at the time of the incident.,1,2,,3,,25,4,,99,,,,Lane Sense
2024-11-12 13:12:35,2024-11-12 13:15:12,0,47.152.212.242,100,156,1,2024-11-12 13:15:12,R_7QH4mUN9PrlU3sS,,,,,33.8838,-118.1261,anonymous,EN,1,663e7500449ebc055cb545ca,2,5,2,4,2,10,95,8,80,The human driver should not be looking at their phone.,1,1,,4,,32,3,,58,,,,Lane Sense
2024-11-12 13:12:06,2024-11-12 13:15:25,0,136.226.6.182,100,198,1,2024-11-12 13:15:25,R_1jWjdAWMoqeP5Lc,,,,,37.1835,-121.7714,anonymous,EN,1,5b3279236d601d0001d617c7,2,5,2,4,6,100,60,100,60,"The promise of ""self-driving"" is the promise that the vehicle will follow the rules of the road. That's what ""driving"" is.",1,1,,3,,27,4,,95,,,,Full Self-Driving
2024-11-12 13:11:13,2024-11-12 13:15:31,0,71.78.62.83,100,257,1,2024-11-12 13:15:31,R_13v9wZAh5W1vuEJ,,,,,30.2095,-97.7972,anonymous,EN,1,612db20ace4b3d70ddeb2bda,2,5,2,4,2,30,70,30,70,"The lane sense did include any guarantees with it about it detecting stop signs. It was not previously advertised to me as full AI driving. ",1,1,,2,,32,4,,30,,,,Lane Sense
2024-11-12 13:11:15,2024-11-12 13:15:34,0,104.48.118.60,100,258,1,2024-11-12 13:15:34,R_6wNTnlSu1efFCZb,,,,,31.303,-92.5037,anonymous,EN,1,6604cc1105cf0f2779ae1ae8,2,5,2,4,5,80,11,80,10,I think that self-automated company is most liable in any incident because it is especially supposed to be better than a human driver and ensure the safety to the highest extent. So I think that is why I would hold the company to be liable if it offers the option of automated driving.,1,2,,3,,29,5,,81,,,,Full Self-Driving
2024-11-12 13:11:56,2024-11-12 13:15:52,0,73.49.240.232,100,236,1,2024-11-12 13:15:52,R_5rnNsYWC1EyLe5X,,,,,25.5722,-80.3338,anonymous,EN,1,6473bd2d95a488b826bc24c4,2,5,2,4,4,100,10,100,10,"If the idea is to make a system designed to detect and automatically warn the driver of stop signs, and it fails, that system is at fault much moreso than the driver. This is assuming this technology would actually exist and be approved for a rollout, legally; in the -current- legal system, the driver would be at fault, but if this stuff were to be real and implemented? Yeah, it would be Aeon's fault, and the company should be held responsible.",1,2,,3,,32,1,,95,,,,Lane Sense
2024-11-12 13:10:47,2024-11-12 13:16:16,0,130.199.251.1,100,329,1,2024-11-12 13:16:17,R_3Jru6IHxU9rCfbn,,,,,40.8683,-72.892,anonymous,EN,1,62ab3f1842b1f3a6ad6d3a43,2,5,2,4,2,90,10,90,20,"Being that the car was self-driving, I think that the car should have ""seen"" the stop sign and should have taken the proper action. The human specifically relies that the car and thus the company has the human's best interest at heart.",1,2,,3,,35,5,,65,,,,Full Self-Driving
2024-11-12 13:14:16,2024-11-12 13:17:26,0,64.30.97.214,100,189,1,2024-11-12 13:17:27,R_179JsmxHj6h61RD,,,,,38.5824,-121.3736,anonymous,EN,1,5b6645f2f7798c000182baa3,2,5,2,4,5,71,69,73,75,"The liability for the accident would likely fall on **Aeon**, the company, if their self-driving technology or software malfunctioned or failed to respond appropriately in the situation. While the human driver could be liable if they were in control of the vehicle at the time of the accident, companies that produce autonomous vehicles are typically held responsible for defects or failures in the technology they develop, especially if the system was engaged during the incident.",2,2,,3,,28,5,,68,,,,Full Self-Driving
2024-11-12 13:08:27,2024-11-12 13:17:38,0,172.59.208.223,100,550,1,2024-11-12 13:17:39,R_1f1MI0DiZG5tnGL,,,,,40.7597,-74.1836,anonymous,EN,1,66552f4bde96ef96e5ff2097,2,5,2,4,6,100,10,100,100,"If this new performance has such a high risk in the way the vehicles of the future are going to be fully autonomous, it is the biggest premise, and I suppose the level of responsibility should be assumed from the moment they are put on sale.",1,2,,4,,35,4,,90,,,,Full Self-Driving
2024-11-12 13:07:58,2024-11-12 13:17:52,0,108.87.171.107,100,593,1,2024-11-12 13:17:53,R_3diiqZFD42Xc8A9,,,,,30.3958,-81.6893,anonymous,EN,1,64526f6b0fc7549fcabe5242,2,5,2,4,4,0,100,0,100,the human decided to take his eye off the road so the human is at fault.,1,2,,1,,51,3,,60,,,,Lane Sense
2024-11-12 13:13:08,2024-11-12 13:17:54,0,98.97.38.200,100,286,1,2024-11-12 13:17:55,R_6WJ5A00QuLcODng,,,,,47.6034,-122.3414,anonymous,EN,1,5c796f4b4855980016a15557,2,5,2,4,6,22,81,40,87,"In the long run, humans are responsible for controlling the car. He has a driving license, not the Lane  Sense feature.",1,2,,3,,49,4,,89,,,,Lane Sense
2024-11-12 13:14:23,2024-11-12 13:17:58,0,104.2.48.104,100,214,1,2024-11-12 13:17:59,R_3KU7QcnUCKXfkyD,,,,,29.7738,-95.406,anonymous,EN,1,610843dd91193502f775457b,2,5,2,4,5,18,100,29,100,"I believe the human driver is liable for the accident because they are the ones who purchased the system and looked away from the road to check a text message. ",1,2,,3,,38,2,,79,,,,Lane Sense
2024-11-12 13:14:51,2024-11-12 13:18:05,0,184.183.252.130,100,193,1,2024-11-12 13:18:05,R_1FRqoeHnMnZAYxP,,,,,41.776,-72.5283,anonymous,EN,1,6658d49af0f0787f8c8132b9,2,5,2,4,6,100,32,100,29,The company promised the driver that the car would safely self-automate.,1,2,,5,,38,4,,75,,,,Full Self-Driving
2024-11-12 13:16:02,2024-11-12 13:18:24,0,64.99.144.113,100,142,1,2024-11-12 13:18:25,R_6EJW1mdHvOyAmdj,,,,,35.9825,-78.5376,anonymous,EN,1,665f1309c64c2a4f4ea7bb91,2,5,2,4,2,65,100,59,100,"As a human driver, you are always responsible to keep your eyes on the road and drive safely. Humans trump machines. ",1,2,,3,,26,4,,26,,,,Lane Sense
2024-11-12 13:15:12,2024-11-12 13:19:00,0,47.157.193.132,100,227,1,2024-11-12 13:19:00,R_7wuecjupCeflcAq,,,,,33.8681,-118.1831,anonymous,EN,1,663b963fd3c1043b39f39c8a,2,5,2,4,5,65,75,75,80,I believe the human is more liable because he also was not paying attention to the stop sign. He could have been able to control it instead of letting technology completely take over.,1,2,,1,,22,4,,75,,,,Full Self-Driving
2024-11-12 13:16:43,2024-11-12 13:19:17,0,98.167.67.102,100,154,1,2024-11-12 13:19:18,R_6qmKBwEbtfEcxEk,,,,,36.1236,-115.2757,anonymous,EN,1,66327311baeae361e0b828be,2,5,2,4,5,69,52,95,59,"Aeon, because it gave the driver too much confidence that the car would be able to drive efficiently with the automated system. ",1,1,,2,,30,4,,13,,,,Lane Sense
2024-11-12 13:15:48,2024-11-12 13:19:58,0,76.34.157.108,100,250,1,2024-11-12 13:19:59,R_7Vqg3vUu9xvF58h,,,,,40.1149,-82.9054,anonymous,EN,1,66b4ce1902e71c591c34bf72,2,5,2,4,4,5,100,0,100,"This is a lane assist feature rather than a self driving or safety feature. The human should have been paying attention. ",1,1,,3,,42,4,,60,,,,Lane Sense
