StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,Q1,att_1,att_2,comp_1,comp_2,auto_1,auto_1_ad,ad_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,co_1_ad,ad_2,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID
2023-10-16 14:34:41,2023-10-16 14:41:49,0,75.45.63.78,100,427,1,2023-10-16 14:41:50,R_1I5D2rIjtk6WXt2,,,,,33.6934,-84.448,anonymous,EN,1,5e169be613ec50c5903e0978,2,2,2,4,,,,,,,,,,4,,,19,51,51,98,the human driver is more liable because they took their eyes off of the road.,1,1,,7,,60,3,,1,3,5e169be613ec50c5903e0978
2023-10-16 14:42:16,2023-10-16 14:44:53,0,24.18.154.23,100,157,1,2023-10-16 14:44:54,R_xlpR6ohR0cIVduh,,,,,47.158,-122.5462,anonymous,EN,1,641c0a284d38c6abbc523a9d,2,2,2,4,,5,1,40,61,70,65,"The human driver should not have taken his eyes off the road. At the same time, Aeon should make it more clear the capabilities of their system.",2,,,,,,,,,,1,,2,,30,3,,1,30,641c0a284d38c6abbc523a9d
2023-10-16 14:42:43,2023-10-16 14:45:17,0,73.117.75.26,100,154,1,2023-10-16 14:45:17,R_3EaoWz4Z0ksUcSt,,,,,40.4467,-79.6842,anonymous,EN,1,5661bce973ac87001180413a,2,2,2,4,,,,,,,,,,4,,,0,100,0,100,"Unless Aeon was supposed to be handling the situation, it's likely that this was still the driver's responsibility; hence the term ""Aeon Copilot""",1,1,,3,,41,5,,1,24,5661bce973ac87001180413a
2023-10-16 14:42:24,2023-10-16 14:45:25,0,68.224.105.79,100,181,1,2023-10-16 14:45:26,R_Yczp9HWMCyN8hhf,,,,,36.175,-115.1372,anonymous,EN,1,63e04ef8bb9713d5923abc14,2,2,2,4,6,,,0,100,0,100,"The human driver is ultimately responsible. While auto pilot technology is useful, it is a tool to be utilized by the driver. The driver is the one that decides to use this tool or their self for proper navigation.",2,,,,,,,,,,1,,2,,34,4,,1,25,63e04ef8bb9713d5923abc14
2023-10-16 14:42:17,2023-10-16 14:45:31,0,75.130.148.228,100,194,1,2023-10-16 14:45:32,R_vPTfcyrvze995Yt,,,,,34.5251,-82.6307,anonymous,EN,1,5a4fab63eedc32000141ec5c,2,2,2,4,,,,,,,,,,,4,1,80,80,30,100,The human driver is more liable because he should have been paying attention even with the co-pilot.,1,2,,2,,43,4,,1,10,5a4fab63eedc32000141ec5c
2023-10-16 14:40:21,2023-10-16 14:45:53,0,172.56.88.163,100,331,1,2023-10-16 14:45:54,R_24bE9uqFv7Me1UT,,,,,29.4247,-98.4621,anonymous,EN,1,5fa7c59d7c24a5554e80e4aa,2,2,2,4,,5,1,100,100,100,100,They are all viable. The company for the flawed system and the driver for not paying attention to the road as driving while texting is still not acceptable until systems truly become fully automated and new laws are passed regarding such fully automated systems.,2,,,,,,,,,,1,,5,,31,2,,1,70,5fa7c59d7c24a5554e80e4aa
2023-10-16 14:44:19,2023-10-16 14:46:37,0,108.90.189.122,100,138,1,2023-10-16 14:46:38,R_1QcuPQ2hLD13UCu,,,,,41.7088,-83.6053,anonymous,EN,1,60a56378aa5f55ddac516adc,2,2,1,4,,,,,,,,,,,2,1,0,100,0,100,"The human is ultimately in charge of the vehicle they're operating, and stopped paying attention.",1,2,,3,,40,5,,1,30,60a56378aa5f55ddac516adc
2023-10-16 14:44:35,2023-10-16 14:47:25,0,142.129.78.24,100,169,1,2023-10-16 14:47:26,R_7QA6DHGtsVevacF,,,,,34.0284,-117.2872,anonymous,EN,1,5f38e87099a44d40b79e5009,2,2,2,4,,2,1,8,98,5,95,"Overall, I think the human driver is liable since ultimately they are the one in control of the vehicle and made the decision to let the car drive itself without paying attention.",2,,,,,,,,,,1,,3,,37,4,,1,60,5f38e87099a44d40b79e5009
2023-10-16 14:40:09,2023-10-16 14:48:14,0,73.175.162.22,100,484,1,2023-10-16 14:48:15,R_1mQyRGmXRJtkZNl,,,,,39.8155,-77.9061,anonymous,EN,1,5beddd59e4dbf300011c1d50,2,2,2,4,,,,,,,,,,2,,,70,95,100,95,"Both are liable, but the company is more liable for advertising and implementing a feature that didn't function properly.",1,1,,3,,38,1,,1,85,5beddd59e4dbf300011c1d50
2023-10-16 14:45:26,2023-10-16 14:49:30,0,138.84.17.2,100,243,1,2023-10-16 14:49:31,R_3kjJBrCPXMTAfk7,,,,,36.7685,-90.4096,anonymous,EN,1,577da3a2cd64f2000154baa4,2,1,2,4,5,,,71,28,71,70,"The company is slightly more liable, as it failed to do the task it was created to do and tha the human e xpected it to do. ",2,,,,,,,,,,2,,3,,29,4,,2,10,577da3a2cd64f2000154baa4
2023-10-16 14:46:37,2023-10-16 14:51:16,0,108.167.0.34,100,278,1,2023-10-16 14:51:17,R_25LXtSWBN6d6PY9,,,,,40.7597,-96.6542,anonymous,EN,1,636189bb9d588dc0995920fb,2,2,2,4,6,,,81,35,70,35,"The company is more liable for the accident because the it was the one controlling the car. However, I as the person, should still be aware of my surroundings in case something malfunctions.",2,,,,,,,,,,1,,3,,35,4,,1,35,636189bb9d588dc0995920fb
2023-10-16 14:45:09,2023-10-16 14:51:26,0,71.208.113.166,100,376,1,2023-10-16 14:51:27,R_T56FXAZ09xA9aSJ,,,,,26.5921,-81.6784,anonymous,EN,1,5d75552566edbe0001356a20,2,2,2,4,,,,,,,,,,,5,1,30,70,30,70,"Aeon advertises the car as ""the copilot"" indicating that the driver can rely on it. But in the end the human on the scene at the time bears most of the responsibility.",1,1,,3,,66,2,,1,20,5d75552566edbe0001356a20
2023-10-16 14:49:04,2023-10-16 14:51:31,0,72.94.209.141,100,147,1,2023-10-16 14:51:32,R_2cpguGoh6UN7yeF,,,,,39.9544,-75.1657,anonymous,EN,1,6009a44e7fcfa0016fe05284,2,2,1,4,6,,,50,50,100,50,Aeon would be because they are the company that made the car,2,,,,,,,,,,1,,2,,26,4,,1,0,6009a44e7fcfa0016fe05284
2023-10-16 14:46:52,2023-10-16 14:51:40,0,76.103.0.243,100,288,1,2023-10-16 14:51:41,R_3nGIAs8IjwyKC5X,,,,,38.2442,-122.678,anonymous,EN,1,62b75ef252b989fe944f68c3,2,1,2,4,,,,,,,,,,5,,,91,8,92,91,Both are liable.  Aeon as the manufacturer and the driver as the human who chose/bought the car,1,1,,3,,78,4,,1,10,62b75ef252b989fe944f68c3
2023-10-16 14:48:55,2023-10-16 14:51:47,0,96.75.117.193,100,171,1,2023-10-16 14:51:47,R_3KUwfxwKFZ03wP7,,,,,39.7277,-104.9815,anonymous,EN,1,631a86423e963504fd64b7d4,2,2,2,4,,,,,,,,,,2,,,80,100,80,100,The human is the one who chose to take his eyes off of the road and he is the driver responsible. The company is also liable because their system failed,1,1,,3,,30,7,,1,75,631a86423e963504fd64b7d4
2023-10-16 14:47:42,2023-10-16 14:52:23,0,96.255.200.71,100,281,1,2023-10-16 14:52:24,R_1LwKnd2R4BsXTC4,,,,,38.9705,-76.8388,anonymous,EN,1,612d18cff20cd023bd839bde,2,2,2,4,,4,1,8,99,51,94,"The majority of liability falls on the company because it put it on the market with an expectation that it would not crash. It failed, so liability falls on it. ",2,,,,,,,,,,2,,3,,48,3,,1,40,612d18cff20cd023bd839bde
2023-10-16 14:42:47,2023-10-16 14:52:23,0,72.238.65.184,100,576,1,2023-10-16 14:52:24,R_1diryDVgjjAci0i,,,,,28.4883,-81.4061,anonymous,EN,1,61020458e6339c65bb7b7798,2,2,2,4,,6,1,90,30,90,55,I think the company should be liable. The vehicle's autopilot should have been able to detect the stop sign and the other vehicle.,2,,,,,,,,,,1,,2,,29,4,,1,40,61020458e6339c65bb7b7798
2023-10-16 14:49:43,2023-10-16 14:52:29,0,98.115.155.10,100,165,1,2023-10-16 14:52:30,R_2Bg2H20QVGCIwPr,,,,,39.9747,-75.3533,anonymous,EN,1,6400daa477149fbfbc36f6c3,2,2,2,4,4,,,42,55,45,55,"I don't think we should ever get to a point where human liability is removed because that will only encourage humans not to pay attention which could lead to incidents such as the one described here. ",2,,,,,,,,,,2,,3,,39,6,,1,22,6400daa477149fbfbc36f6c3
2023-10-16 14:50:03,2023-10-16 14:52:33,0,98.215.129.234,100,149,1,2023-10-16 14:52:33,R_3LYmGq9LHemGzeq,,,,,40.9509,-90.3658,anonymous,EN,1,632b5400bf46cdb11db9f588,2,2,2,4,,,,,,,,,,,4,1,78,67,11,61,"The driver who controls the vehicle is liable for the accident. However, if the accident is caused as a result of the copilot system, then the fault lies with the manufacturer",1,1,,1,,26,3,,1,20,632b5400bf46cdb11db9f588
2023-10-16 14:43:22,2023-10-16 14:52:45,0,73.192.229.171,100,562,1,2023-10-16 14:52:45,R_BWnS7z5J6rJT37b,,,,,38.7648,-121.2855,anonymous,EN,1,5792700e4a84da00014c5b05,2,2,2,4,,,,,,,,,,,5,1,70,80,70,80,The human driver should always be aware of their surroundings when driving. It's too risky and dangerous not to.,1,2,,5,,40,1,,1,10,5792700e4a84da00014c5b05
2023-10-16 14:51:16,2023-10-16 14:53:38,0,107.206.38.135,100,142,1,2023-10-16 14:53:39,R_1d5C6JQKgrlI2xB,,,,,30.3574,-89.1649,anonymous,EN,1,5f27b6967f64f05185e1524a,2,2,2,4,,,,,,,,,,3,,,70,90,40,70,"If he is in the drivers seat, he should be vigilant regardless of the co pilot feature. ",1,2,,3,,26,3,,2,0,5f27b6967f64f05185e1524a
2023-10-16 14:50:55,2023-10-16 14:53:40,0,99.56.247.237,100,165,1,2023-10-16 14:53:41,R_3IbEkNwjciEUVRa,,,,,35.401,-80.8688,anonymous,EN,1,5f29aed2c46fc6118f5980c3,2,2,2,4,,,,,,,,,,,4,1,50,50,50,50,"I feel like both are responsible for this accident. Even though the Copilot was switched on, it is still ultimately up to a human driver to be in charge of the car.",1,2,,3,,43,4,,1,20,5f29aed2c46fc6118f5980c3
2023-10-16 14:51:22,2023-10-16 14:53:49,0,70.184.31.2,100,147,1,2023-10-16 14:53:50,R_25EdbOXv7mYZLkh,,,,,36.122,-95.9183,anonymous,EN,1,636547c2b26e5248a9d03c01,2,2,2,4,6,,,0,100,0,100,"REGARDLESS IF IT IS AUTP POLITED BY AI OR NOT THE HUMAN IS RESPONSIBLE FOR THE CONDITION OF THE CAR. ",2,,,,,,,,,,1,,1,,40,4,,1,38,636547c2b26e5248a9d03c01
2023-10-16 14:50:26,2023-10-16 14:53:57,0,98.225.174.71,100,211,1,2023-10-16 14:53:58,R_2QANaP4q6ZZARpV,,,,,39.9025,-75.2618,anonymous,EN,1,60fd021e842d3a8a5a139787,2,2,2,4,5,,,50,50,30,70,"The human driver is more liable for the accident because it is his job to pay attention over the autopilot functions. He serves as an overseer and primary controller of the car, regardless of its autopilot capabilities, he was driving the car. ",2,,,,,,,,,,2,,3,,20,3,,1,75,60fd021e842d3a8a5a139787
2023-10-16 14:52:30,2023-10-16 14:54:09,0,76.181.231.137,100,99,1,2023-10-16 14:54:10,R_1oqizFgwZqqdktJ,,,,,40.0207,-82.8115,anonymous,EN,1,64136adc3a40777bfe518cc0,2,2,2,4,,,,,,,,,,,4,1,61,57,59,62,"I think both are equally liable. The driver shouldn't have looked at his phone, but the error means the autopilot is faulty.",1,1,,3,,23,4,,1,73,64136adc3a40777bfe518cc0
2023-10-16 14:42:12,2023-10-16 14:54:43,0,108.78.184.241,100,751,1,2023-10-16 14:54:44,R_1mVHAmUvbuup3It,,,,,38.7943,-90.2817,anonymous,EN,1,5ec1a2dcc4ceb15dfbf273dd,2,2,1,4,,,,,,,,,,,6,1,49,51,50,50,"The copilot mode was suppose to help with the driving. As a result, both the company and human are responsible.",1,2,,1,,50,4,,1,0,5ec1a2dcc4ceb15dfbf273dd
2023-10-16 14:50:01,2023-10-16 14:54:45,0,24.126.9.24,100,283,1,2023-10-16 14:54:45,R_1DMYyGFRBhfk7qx,,,,,38.9816,-77.0044,anonymous,EN,1,614227ca2722b36a2e6a593b,2,2,2,4,,5,1,100,10,100,10,The car has autopilot. You would assume the purpose of autopilot is to take away the responsibility of the human to operate the car. If the human were responsible for operating the car they wouldnt be able to call it autopilot.,2,,,,,,,,,,2,,1,,46,5,,1,19,614227ca2722b36a2e6a593b
2023-10-16 14:50:19,2023-10-16 14:54:45,0,99.103.199.175,100,265,1,2023-10-16 14:54:46,R_2TGW3Dlk30gyjvk,,,,,37.3512,-121.8846,anonymous,EN,1,611208e8d4ab54df137ab05a,2,2,2,4,,,,,,,,,,,5,1,67,81,65,81," the human driver because they are responsible for operating the vehicle even if the autopilot is on.",1,1,,2,,21,3,,1,52,611208e8d4ab54df137ab05a
2023-10-16 14:49:22,2023-10-16 14:54:51,0,24.230.136.23,100,328,1,2023-10-16 14:54:51,R_2xL5NesBypgorQQ,,,,,48.2261,-101.2974,anonymous,EN,1,6439988803b74d57f4511734,2,2,2,4,,,,,,,,,,,4,1,90,100,100,80,This is difficult to answer. It's the humans fault as you should always pay attention and be aware of your surroundings. Depending on how the vehicle was marketed though the company could be very liable.,1,2,,5,,37,8,2 year as. degree,1,50,6439988803b74d57f4511734
2023-10-16 14:49:31,2023-10-16 14:54:53,0,72.23.57.148,100,321,1,2023-10-16 14:54:54,R_3PBnpsjpS43mNUd,,,,,39.7586,-76.4994,anonymous,EN,1,595d516e2da9c90001d7d200,2,1,2,4,2,,,30,70,40,60,I think the driver is more responsible because he should understand the limitations of his vehicle.,2,,,,,,,,,,1,,3,,44,4,,1,35,595d516e2da9c90001d7d200
2023-10-16 14:52:13,2023-10-16 14:55:18,0,172.59.65.45,100,185,1,2023-10-16 14:55:19,R_1IcPVgODuscu7hg,,,,,30.2884,-81.6361,anonymous,EN,1,645a6d7feec0c7415d240d95,2,2,2,4,5,,,8,100,0,100,The human driver should still be paying attention to the road even if the autopilot is driving,2,,,,,,,,,,2,,1,,18,1,,2,5,645a6d7feec0c7415d240d95
2023-10-16 14:53:25,2023-10-16 14:56:04,0,73.34.208.208,100,159,1,2023-10-16 14:56:05,R_WifhFbLmzo7gK4x,,,,,40.4102,-104.7584,anonymous,EN,1,61329758a6a8f07ab3d640cf,2,2,2,4,,,,,,,,,,5,,,15,80,0,100,"The human driver should not be checking their phone, regardless of the fact that they are using a self-driving car.",1,1,,3,,35,4,,1,65,61329758a6a8f07ab3d640cf
2023-10-16 14:49:05,2023-10-16 14:56:16,0,174.235.227.21,100,431,1,2023-10-16 14:56:17,R_24N3r8TSLviABvg,,,,,35.2227,-80.7938,anonymous,EN,1,5994e9b2f9db7d0001895864,2,2,2,4,,,,,,,,,,4,,,51,100,51,100,There will always be a possibility that technology could mess up that any company should be aware of. The human should have used caution and follow safety guidelines and stay focused on the road. He put 100% trust into a system that failed.,1,2,,1,,39,3,,1,11,5994e9b2f9db7d0001895864
2023-10-16 14:51:56,2023-10-16 14:56:17,0,99.145.17.67,100,260,1,2023-10-16 14:56:18,R_2DUGScWTmbL4jxa,,,,,36.0014,-83.9125,anonymous,EN,1,5f99dafa8e84910baf8acc99,2,2,2,4,5,,,30,80,30,80,"Regardless of whether the car is able to drive itself, it is the driver's duty to be alert while it is doing so. If he hadn't checked his phone he would have been able to see the stop sign and would have stopped. ",2,,,,,,,,,,1,,3,,26,3,,1,20,5f99dafa8e84910baf8acc99
2023-10-16 14:53:07,2023-10-16 14:56:23,0,107.77.232.128,100,196,1,2023-10-16 14:56:24,R_d4fe8z1KeJeDQhb,,,,,33.7485,-84.3871,anonymous,EN,1,63d82e03cc22fd09e7629047,2,2,2,4,,,,,,,,,,,2,1,100,70,100,38,The company is more liable because it was the responsibility of the Copilot to stop at the stop sign.,1,1,,2,,31,4,,1,50,63d82e03cc22fd09e7629047
2023-10-16 14:52:11,2023-10-16 14:57:18,0,24.189.80.126,100,306,1,2023-10-16 14:57:18,R_22ynrNnpSAWrRTk,,,,,40.9355,-73.7603,anonymous,EN,1,5f55703988e3f3145f5bb48a,2,2,3,4,,4,1,50,86,61,97,The human driver is more liable for the accident because they were in the vehicle not paying attention.,2,,,,,,,,,,2,,4,,31,1,,1,66,5f55703988e3f3145f5bb48a
2023-10-16 14:54:42,2023-10-16 14:57:25,0,73.120.215.75,100,163,1,2023-10-16 14:57:25,R_2verqrxsyAjeaUP,,,,,41.7797,-87.872,anonymous,EN,1,62f7f962dab1139e741e5207,2,2,2,4,,,,,,,,,,4,,,43,55,63,55,"While humans still need to pay attention to what is going on when dealing with self driving or decisions made by machines, in general I think the company will ultimately be liable due to the quality of the software.",2,1,,3,,33,5,,1,61,62f7f962dab1139e741e5207
2023-10-16 14:51:13,2023-10-16 14:57:30,0,71.176.33.93,100,377,1,2023-10-16 14:57:31,R_2az4bEYQhFT5o3g,,,,,37.0578,-76.46,anonymous,EN,1,63136677f717f899a9d12cbc,2,2,2,4,,,,,,,,,,,6,1,80,10,97,63,Aeon is liable because they are known for their copilot system and if that was turned on when the accident happened then its on the company for what happened.,1,1,,3,,33,3,,1,11,63136677f717f899a9d12cbc
2023-10-16 14:53:00,2023-10-16 14:57:36,0,73.213.18.84,100,275,1,2023-10-16 14:57:36,R_3q8AOu5fqKRzGdz,,,,,39.5493,-76.123,anonymous,EN,1,5e45477286e27102354a420b,2,2,2,4,,,,,,,,,,5,,,85,70,85,75,"I think ultimately, the company is at fault, because it somehow missed a stop sign, one of the most common things to come across and obey. At the same time, the human driver should still be paying attention to what is going on, especially when auto-pilot tech is still pretty new.",1,1,,3,,26,1,,1,80,5e45477286e27102354a420b
