StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,Q1,att_1,att_2,comp_1,comp_2,auto_1,auto_1_ad,ad_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,co_1_ad,ad_2,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID
2023-11-03 07:43:53,2023-11-03 07:48:52,0,50.107.71.205,100,299,1,2023-11-03 07:48:53,R_1gj5FL3b6yjZijj,,,,,42.3904,-84.4652,anonymous,EN,1,63ff7cba3c3e7de3962b2523,2,1,2,4,,,,,,,,,,4,,,65,38,59,45,well it depends on what the companys tell the drivers that buy the cars but if its supposed to full drive fine without issues I blame the car company and basiclly if you let people have the perception the car can drive itself many will not pay full attention and these things will happen,1,1,,3,,37,1,,1,60,63ff7cba3c3e7de3962b2523
2023-11-03 07:41:57,2023-11-03 07:50:54,0,69.80.69.114,100,536,1,2023-11-03 07:50:54,R_2dWLlliLaVF2GvW,,,,,27.3269,-82.5433,anonymous,EN,1,6316289006d05033d54a350e,2,2,2,4,,,,,,,,,,2,,,0,100,33,73,"The human is unltimately responsible for the vehicle and what happens to it, however if the technology fails and forces the vehicle to do something erratic than i believe the company would share the fault IF it's technology were found to be defective.",2,1,,3,,53,3,,1,31,6316289006d05033d54a350e
2023-11-03 07:49:40,2023-11-03 07:52:13,0,65.128.129.30,100,153,1,2023-11-03 07:52:14,R_2EG0P63UwY5acga,,,,,45.0228,-93.3012,anonymous,EN,1,6147724c13bb365774e24af1,2,2,2,4,2,,,54,83,60,82,"The human driver should still be aware of their surroundings and use the automation as an extra precaution ",2,,,,,,,,,,2,,3,,31,5,,1,33,6147724c13bb365774e24af1
2023-11-03 07:48:31,2023-11-03 07:52:14,0,108.17.57.210,100,222,1,2023-11-03 07:52:14,R_1IdbeG2Q10z4nX7,,,,,42.8444,-78.8149,anonymous,EN,1,5c661b3eb1b0080001bfb2c4,2,2,2,4,,,,,,,,,,2,,,70,86,75,76,"Ultimately, the human in the car is responsible because it is his property, and he was in the vehicle. my understanding is that even if co-pilot is on the human needs to be monitoring the conditions, ready to intervene.  ",1,2,,3,,34,3,,1,55,5c661b3eb1b0080001bfb2c4
2023-11-03 07:43:44,2023-11-03 07:52:17,0,98.243.136.25,100,512,1,2023-11-03 07:52:17,R_1exeQWTjbCj3V5i,,,,,42.244,-83.5823,anonymous,EN,1,5ea9e78822bb3115676e8296,2,1,2,4,,6,1,76,100,76,100,The human driver is liable. He/she chose to trust the autopilot.,2,,,,,,,,,,1,,3,,64,4,,1,30,5ea9e78822bb3115676e8296
2023-11-03 07:48:03,2023-11-03 07:52:36,0,71.247.15.65,100,273,1,2023-11-03 07:52:36,R_2QKCIzmilxsU6RW,,,,,41.7017,-73.9078,anonymous,EN,1,609ec5e8e5a3da020adefde8,2,2,2,4,4,,,92,83,100,60,"I honestly think they are both at fault. However, The company should be held liable for their product not functioning the way it should.",2,,,,,,,,,,2,,1,,33,4,,1,9,609ec5e8e5a3da020adefde8
2023-11-03 07:51:07,2023-11-03 07:55:51,0,23.118.209.185,100,283,1,2023-11-03 07:55:52,R_3kA3lDCw8PrvajS,,,,,41.5882,-81.5492,anonymous,EN,1,603e370c5ed1c2db2c3bde24,2,2,2,4,,,,,,,,,,6,,,0,100,0,100,"The driver should have still been paying attention, regardless of trusting the AI",1,1,,3,,37,3,,1,40,603e370c5ed1c2db2c3bde24
2023-11-03 07:58:34,2023-11-03 08:03:27,0,184.103.82.222,100,292,1,2023-11-03 08:03:27,R_xz8WEKG16SzPcmB,,,,,33.4475,-112.0866,anonymous,EN,1,646e197a5e6d79a0c4c05013,2,2,1,4,,6,1,100,0,55,0,If the auto pilot is on then the car shoild of seen the stop sign.,2,,,,,,,,,,2,,3,,69,3,,1,60,646e197a5e6d79a0c4c05013
2023-11-03 07:57:42,2023-11-03 08:03:38,0,24.211.224.232,100,355,1,2023-11-03 08:03:39,R_3pUHjHqL94ZFBxD,,,,,35.9151,-79.0972,anonymous,EN,1,5dd0c9af2b033b185c90d5f0,2,2,2,4,,,,,,,,,,5,,,15,100,10,91,"As the driver and owner of the car, the human is ultimately responsible for ensuring that they are driving safely and observing the rules of the road. The driver was negligent, so the driver bears responsibility.",1,2,,3,,48,5,,1,25,5dd0c9af2b033b185c90d5f0
2023-11-03 07:56:11,2023-11-03 08:04:15,0,98.209.40.112,100,484,1,2023-11-03 08:04:16,R_1cZeXANTFQxks2f,,,,,42.294,-83.3146,anonymous,EN,1,5cbc97cd214b1a0001ccfa53,2,2,2,4,5,,,100,10,100,10,"The Autopilot function was switched on, which one would assume would take into account noticing stop signs and stopping for them.  The human placed their trust in the Autopilot system but it failed.  If you have to babysit the Autopilot function, and it only works sometimes, why bother to have it?  It is more of a liability than a help.   ",2,,,,,,,,,,2,,3,,71,5,,1,20,5cbc97cd214b1a0001ccfa53
2023-11-03 08:01:20,2023-11-03 08:05:29,0,206.248.203.18,100,249,1,2023-11-03 08:05:30,R_3hGzti5ZcATFRDZ,,,,,39.9122,-80.7295,anonymous,EN,1,627288c5146479169a28cd03,2,2,2,4,,,,,,,,,,4,,,20,80,60,90,The human driver is ultimately responsible since he is in the driver seat.,1,2,,3,,46,3,,1,20,627288c5146479169a28cd03
2023-11-03 08:02:17,2023-11-03 08:05:56,0,24.140.75.2,100,218,1,2023-11-03 08:05:56,R_2QRFh7KzY0UsUHw,,,,,40.8133,-81.4971,anonymous,EN,1,5c09a2515f9f0100010b51cd,2,2,2,4,,,,,,,,,,,3,1,77,59,74,42,I think that the company is more liable for the accident since the human driver had the co pilot system switched on. It should have noticed the stop sign even if the human didn't.,1,2,,3,,32,3,,1,0,5c09a2515f9f0100010b51cd
2023-11-03 08:02:32,2023-11-03 08:06:41,0,76.183.178.99,100,248,1,2023-11-03 08:06:41,R_33pPcxHtUy3HXay,,,,,33.1909,-96.6198,anonymous,EN,1,61018fd6e1c6509680d873d5,2,2,2,4,4,,,70,100,60,100,"The human driver is more liable, because he should be aware of his surroundings and, even with an autopilot option, he should not expect a machine to be perfect in it's operation.",2,,,,,,,,,,1,,3,,33,4,,1,6,61018fd6e1c6509680d873d5
2023-11-03 08:03:40,2023-11-03 08:07:45,0,76.233.68.229,100,244,1,2023-11-03 08:07:45,R_26mOyIyXChPIPBw,,,,,32.7825,-97.2993,anonymous,EN,1,5730e42cdd66170008d9ad96,2,2,2,4,,,,,,,,,,,5,1,20,92,10,90,"The human driver is responsible as he was distracted from his text, and failed to pay attention to the road. While the car has automated features, the human is ultimately responsible for it.",1,1,,2,,27,7,,1,10,5730e42cdd66170008d9ad96
2023-11-03 08:04:34,2023-11-03 08:07:51,0,98.115.245.131,100,196,1,2023-11-03 08:07:51,R_3nBI815xbTGDzL5,,,,,39.9526,-75.2937,anonymous,EN,1,5ad38729dfe710000183c244,2,2,2,4,5,,,77,28,81,32,I think Aeon is responsible because autopilot was turned on,2,,,,,,,,,,2,,1,,43,3,,1,30,5ad38729dfe710000183c244
2023-11-03 08:01:07,2023-11-03 08:08:01,0,72.196.213.208,100,414,1,2023-11-03 08:08:02,R_1mei5Az5SGSoxkg,,,,,38.8208,-77.4563,anonymous,EN,1,5c75d4d6b80b460014bd0373,2,1,2,4,,5,1,2,80,70,90,"The human in charge of the vehicle is responsible for its operation, they are responsible for the crash.  but I suspect, once the human has covered the expenses, Aeon will find law suites to cover the damages.  This is the conundrum of car automation, you know that.  ",2,,,,,,,,,,1,,3,,66,4,,1,78,5c75d4d6b80b460014bd0373
2023-11-03 08:05:57,2023-11-03 08:09:10,0,141.156.176.177,100,192,1,2023-11-03 08:09:10,R_32LU2RgWLWcYD9C,,,,,38.8865,-77.0911,anonymous,EN,1,61130408c5bc99955e662325,2,2,2,4,,,,,,,,,,4,,,70,93,71,99,"The human started the car and made the decision to let the autopilot take over, they still have the ability and responsibility to monitor how the autopilot car is doing",1,2,,3,,28,5,,1,71,61130408c5bc99955e662325
2023-11-03 08:07:01,2023-11-03 08:09:15,0,40.133.142.193,100,133,1,2023-11-03 08:09:15,R_2rw0eZOn2gUO0oR,,,,,41.2616,-95.9355,anonymous,EN,1,60fee74fa3b33a3312af7568,2,2,2,4,6,,,0,100,0,100,"the driver would be responsible as he was in control of the car when it happened. ",2,,,,,,,,,,2,,3,,28,5,,1,70,60fee74fa3b33a3312af7568
2023-11-03 08:04:35,2023-11-03 08:10:10,0,108.83.71.92,100,335,1,2023-11-03 08:10:11,R_2rPyx3dgEz31eEs,,,,,25.7689,-80.1946,anonymous,EN,1,5b44d567eb64c200015baca0,2,2,2,4,,,,,,,,,,4,,,30,65,50,55,I think the human driver is more liable because it's only a copilot system. And the driver shouldn't be checking his phone while in the driver seat.,1,2,,1,,27,4,,2,23,5b44d567eb64c200015baca0
2023-11-03 08:07:19,2023-11-03 08:10:26,0,64.222.248.78,100,186,1,2023-11-03 08:10:26,R_1mz60e7Vf2uefvP,,,,,42.8928,-72.508,anonymous,EN,1,629e1dcac03690dc02e2859c,2,2,2,4,5,,,100,100,100,100,Whoever is in control of the car would be responsible for the damage.,2,,,,,,,,,,1,,3,,30,5,,1,51,629e1dcac03690dc02e2859c
2023-11-03 08:06:33,2023-11-03 08:10:37,0,199.244.127.154,100,244,1,2023-11-03 08:10:38,R_D0FmCnYeRumpLUt,,,,,35.7704,-78.6293,anonymous,EN,1,63176b3d19c878b72da825bf,2,2,2,4,,,,,,,,,,,5,1,75,60,90,30,"The company is liable as they have made the claim that they are more reliable than people, and should be capable of noticing stop signs. The human also likely checked his phone under the assumption that he could trust the copilot system.",1,1,,5,,30,5,,1,40,63176b3d19c878b72da825bf
2023-11-03 08:02:04,2023-11-03 08:10:58,0,96.4.17.12,100,534,1,2023-11-03 08:10:58,R_SBk1kEu3y2G5VTj,,,,,36.3438,-85.6355,anonymous,EN,1,5f1b2a0146ce431186055813,2,2,2,4,,,,,,,,,,2,,,10,100,50,100,"The human is the one who is in control. A pilot may have an automated copilot, but if the plane crashes its on the pilot. Same with cars.",1,1,,3,,39,5,,1,29,5f1b2a0146ce431186055813
2023-11-03 08:06:24,2023-11-03 08:11:01,0,98.60.244.216,100,277,1,2023-11-03 08:11:02,R_3Jtwg5j5nGDlU9M,,,,,35.0813,-106.6212,anonymous,EN,1,6468c829a3e72ef8a258d193,2,2,2,4,,,,,,,,,,,4,1,41,60,61,61,The human looked away at a text allowing the accident to occur.,1,2,,3,,72,4,,1,33,6468c829a3e72ef8a258d193
2023-11-03 08:07:10,2023-11-03 08:11:19,0,98.59.151.4,100,248,1,2023-11-03 08:11:19,R_eXb0v3CQamEUqaJ,,,,,47.6144,-122.3447,anonymous,EN,1,6235539e17f00ae3c9756495,2,2,2,4,,5,1,75,60,70,45,"Being able to detect a stop sign and stop feels like a very basic expectation for a self-driving car. The human driver is right to assume that the car should see and respond to such a basic driving stimulus. ",2,,,,,,,,,,1,,3,,36,4,,1,30,6235539e17f00ae3c9756495
2023-11-03 08:08:05,2023-11-03 08:11:24,0,138.88.107.32,100,198,1,2023-11-03 08:11:24,R_2Ragj4TB854waov,,,,,38.8574,-77.1,anonymous,EN,1,631bcfaa7faf35d3abb91cbc,2,2,2,4,,,,,,,,,,5,,,9,91,14,86,"The Co-pilot system is a tool and not the main decision maker.  It is still up to the human to have the responsibility to ensure the car is safe. ",1,1,,3,,37,5,,1,40,631bcfaa7faf35d3abb91cbc
2023-11-03 08:02:46,2023-11-03 08:11:24,0,96.255.191.97,100,517,1,2023-11-03 08:11:25,R_3nvIBJuMlg7vyId,,,,,38.9191,-76.782,anonymous,EN,1,5de7ca192294f172c699b7dc,2,2,2,4,,6,1,100,50,100,50,"Since the company touts it's safety performance with their automation, they are responsible for the accident.",2,,,,,,,,,,2,,1,,58,3,,1,5,5de7ca192294f172c699b7dc
2023-11-03 08:06:01,2023-11-03 08:12:48,0,24.216.107.189,100,406,1,2023-11-03 08:12:48,R_1JFulLQbh5a8mEH,,,,,35.5055,-82.9912,anonymous,EN,1,63b4a880e615d21a58306118,2,2,2,4,,6,1,51,82,51,81,Based on the provided info the human driver is liable.,2,,,,,,,,,,1,,3,,66,3,,1,71,63b4a880e615d21a58306118
2023-11-03 08:10:54,2023-11-03 08:13:13,0,105.112.104.67,100,139,1,2023-11-03 08:13:14,R_4I2JStjQDGfn2jD,,,,,6.2132,7.067,anonymous,EN,1,6479f2a05e037dbc74dc027d,2,2,2,4,,,,,,,,,,,4,1,100,10,100,0,"Because the copilot was supposed to be driving and should have noticed the stop sign ",1,2,,1,,59,5,,1,30,6479f2a05e037dbc74dc027d
2023-11-03 08:06:00,2023-11-03 08:14:14,0,71.162.174.192,100,493,1,2023-11-03 08:14:14,R_Wwk2qdooRWmdIsh,,,,,39.9361,-75.2625,anonymous,EN,1,5e7f4d2ad29f7560f032abb9,2,1,2,4,,4,1,95,8,94,2,"definitely both responsible but the company is more responsible. the human diver is assuming the car is going to do what it is supposed to do. so they feel ok with checking there phone ",3,,,,,,,,,,1,,3,,35,1,,2,3,5e7f4d2ad29f7560f032abb9
2023-11-03 08:12:02,2023-11-03 08:15:23,0,172.59.17.19,100,200,1,2023-11-03 08:15:23,R_3sn8Yfi33WaNAr5,,,,,18.25,-66.5,anonymous,EN,1,5a09f54af2e3460001edb286,2,2,2,4,,,,,,,,,,,5,1,100,75,100,51,"I think the company is more liable. They sold a false sense of security. ",1,1,,4,,27,7,,1,100,5a09f54af2e3460001edb286
2023-11-03 08:11:27,2023-11-03 08:15:34,0,108.147.94.136,100,247,1,2023-11-03 08:15:35,R_3Ecd5nvX82SUCQM,,,,,41.212,-96.1101,anonymous,EN,1,6048c91fed03915c5b8b78b0,2,2,2,4,5,,,62,70,81,75,"I think if you're going to create something that is supposed to be able to see a stop sign and take some of the onus off of the human driver, then you are liable when that system fails. It's inevitable that humans will be less alert when they know their car is doing the check for them",2,,,,,,,,,,2,,3,,41,5,,1,38,6048c91fed03915c5b8b78b0
2023-11-03 08:13:03,2023-11-03 08:15:53,0,136.34.73.199,100,170,1,2023-11-03 08:15:54,R_3Gm7ht2DuW0kHnb,,,,,39.0537,-94.5906,anonymous,EN,1,57a08ec3dcff7d0001c7ce99,2,2,2,4,,5,1,55,55,80,55,Aeon is more liable because they've (presumably) made claims that their cars can detect stop signs.,2,,,,,,,,,,2,,3,,41,5,,1,20,57a08ec3dcff7d0001c7ce99
2023-11-03 08:13:09,2023-11-03 08:15:59,0,73.51.223.56,100,169,1,2023-11-03 08:15:59,R_1g2bJ8MkUTRCBZO,,,,,41.5472,-87.4556,anonymous,EN,1,5cb62e9293342300017a72a1,2,2,2,4,,4,1,94,61,90,59,"I think both are, but the Aeon company is more liable because it is their product.",2,,,,,,,,,,1,,4,,33,4,,1,14,5cb62e9293342300017a72a1
2023-11-03 08:12:57,2023-11-03 08:17:06,0,76.156.82.124,100,249,1,2023-11-03 08:17:07,R_2ePQaAL7QdoW4cz,,,,,44.9401,-93.0114,anonymous,EN,1,5a708ef2f1530b000103bfab,2,2,2,4,,,,,,,,,,,4,1,61,60,65,60,"I think the Aeon is more liable for the accident. They have advertised that their AIs don't get distracted. But if that was really true, the AI should have seen the stop sign, and it should have been more alert than the human was at that moment.",1,2,,2,,42,4,,1,6,5a708ef2f1530b000103bfab
2023-11-03 08:13:43,2023-11-03 08:18:15,0,71.66.132.219,100,272,1,2023-11-03 08:18:16,R_3OoAYYzGkv0zqtZ,,,,,38.0414,-84.5494,anonymous,EN,1,60feb2be3bb57f04327c03f4,2,2,2,4,,,,,,,,,,,6,1,100,10,100,10,"With the fact that he turned the system ON, says to me that he should be able to look down at his phone because the car is now 'in control' and should have known to stop at the stop sign.",1,1,,3,,51,4,,1,70,60feb2be3bb57f04327c03f4
2023-11-03 08:15:51,2023-11-03 08:19:17,0,96.41.238.167,100,206,1,2023-11-03 08:19:18,R_C3R102OGwFQcgPD,,,,,42.5323,-88.3485,anonymous,EN,1,5f05056acc8d327f2948bbc0,2,2,2,4,,2,1,90,60,90,60,"The driver should have been paying attention, but the car's autopilot system should have been able to compensate.",2,,,,,,,,,,1,,3,,22,1,,1,5,5f05056acc8d327f2948bbc0
2023-11-03 08:15:39,2023-11-03 08:19:20,0,68.100.178.140,100,220,1,2023-11-03 08:19:21,R_1LInTb4HQOyDlBE,,,,,38.8452,-77.4651,anonymous,EN,1,5e10d74ac74474000de3dc17,2,2,2,4,,,,,,,,,,,4,1,51,85,51,96,"The human driver is more responsible for the accident because the human driver was in control and is the owner of the car. ",1,2,,3,,36,4,,1,10,5e10d74ac74474000de3dc17
2023-11-03 08:04:42,2023-11-03 08:19:47,0,96.11.24.226,100,904,1,2023-11-03 08:19:48,R_12tzXYaMXkMCXCE,,,,,40.1104,-83.1131,anonymous,EN,1,5eadf08104c3130ec408b059,2,1,2,4,5,,,70,30,70,70,This is a tricky question...I think it depends on the claims and recommendation by Aeon before the accident occurred. Did they guarantee the autonomous driving could handle road conditions consistently? What were the required levels of human attention while driving?,2,,,,,,,,,,1,,3,,35,4,,1,60,5eadf08104c3130ec408b059
2023-11-03 08:13:16,2023-11-03 08:20:01,0,107.9.133.49,100,404,1,2023-11-03 08:20:01,R_0lnbiE6mnSyuaxH,,,,,41.46,-82.1748,anonymous,EN,1,653820040ec47cf201219fe2,2,2,2,4,,,,,,,,,,,2,1,50,50,20,80,The human driver made the choice to trust and use the automated driver so therefore should be more responsible than the company. The company also has some responsibility for the faulty equipment.,1,2,,3,,55,3,,1,10,653820040ec47cf201219fe2
